"counterbalance_group","counterbalance_remaining","consent_started","consent_stopped","key_resp_8_keys","key_resp_8_rt","key_resp_8_duration","age","gender","date","exp_name","psychopy_version","os","frame_rate","instructions_started","instructions_stopped","key_resp_2_keys","key_resp_2_rt","key_resp_2_duration","instructions_2_started","instructions_2_stopped","key_resp_4_keys","key_resp_4_rt","key_resp_4_duration","trial_started","key_resp_actual","trial_stopped","correct","approach","friendly","block","key_resp_keys","feedback_started","feedback_stopped","cue_started","cue_stopped","intertrial_interval_started","intertrial_interval_stopped","trials_this_rep_n","trials_this_trial_n","trials_this_n","trials_this_index","trials_ran","alien_stim","category","verification_trial_started","verification_trial_stopped","verification_correct","verification_prompt","key_resp_6_keys","key_resp_6_rt","key_resp_6_duration","block_feedback_started","block_feedback_stopped","key_resp_3_keys","key_resp_3_rt","key_resp_3_duration"
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.7392,"[""left""]",272.6406,1,TRUE,1,1,NA,272.6411,273.8417,273.842,275.6435,275.6437,276.6445,0,7,7,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.645,"[""left""]",278.1961,0,TRUE,0,1,NA,278.1966,279.3973,279.3976,281.1991,281.1992,282.2002,0,8,8,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.2006,"[""up""]",285.2199,0,TRUE,0,1,NA,285.2203,286.4212,286.4215,288.2231,288.2231,289.2239,0,9,9,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.2245,"[""up""]",291.6763,0,FALSE,1,1,NA,291.6767,292.8776,292.8778,294.6794,294.6795,295.6804,0,10,10,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.6808,"[""left""]",297.5323,0,TRUE,0,1,NA,297.5327,298.7335,298.7338,300.5352,300.5354,301.5363,0,11,11,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5367,"[""right""]",303.2714,0,FALSE,1,1,NA,303.2718,304.4725,304.4728,306.2743,306.2744,307.2753,0,12,12,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.2757,"[""right""]",309.2274,0,TRUE,0,1,NA,309.2277,310.4285,310.4288,312.2303,312.2305,313.2314,0,13,13,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.2318,"[""right""]",316.1676,1,FALSE,0,1,NA,316.1679,317.3689,317.3691,319.1707,319.1707,320.1716,0,14,14,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.1719,"[""down""]",322.3238,0,TRUE,0,1,NA,322.3241,323.5252,323.5255,325.327,325.327,326.328,0,15,15,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.0626,"[""left""]",343.2117,0,TRUE,0,2,NA,343.212,344.4128,344.4131,346.2147,346.2147,347.2156,0,0,0,9,1,"resources/F8Fbh0.png",2,326.3285,333.9857,0,"leebish","left",7.6368,NA,333.9861,341.0595,"space",7.0601,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.216,"[""left""]",349.885,0,FALSE,1,2,NA,349.8854,351.086,351.0864,352.8881,352.8881,353.889,0,1,1,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.8894,"[""left""]",355.9744,0,TRUE,0,2,NA,355.9748,357.1756,357.1759,358.9773,358.9774,359.9785,0,2,2,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.9789,"[""left""]",362.1639,1,TRUE,1,2,NA,362.1642,363.3651,363.3654,365.1669,365.167,366.1679,0,3,3,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.1683,"[""down""]",368.9374,1,TRUE,1,2,NA,368.9378,370.1385,370.1388,371.9405,371.9405,372.9415,0,4,4,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.942,"[""down""]",375.2103,1,FALSE,0,2,NA,375.2108,376.4116,376.412,378.2134,378.2134,379.2144,0,5,5,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.2148,"[""left""]",381.3665,0,TRUE,0,2,NA,381.3669,382.5677,382.568,384.3696,384.3697,385.3705,0,6,6,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.371,"[""down""]",388.1568,1,FALSE,0,2,NA,388.1571,389.358,389.3583,391.1598,391.1598,392.1607,0,7,7,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.1611,"[""up""]",394.096,1,TRUE,1,2,NA,394.0963,395.2972,395.2975,397.0989,397.099,398.1,0,8,8,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.1004,"[""up""]",400.1188,1,TRUE,1,2,NA,400.1191,401.3199,401.3202,403.1217,403.1218,404.1227,0,9,9,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.1231,"[""right""]",406.4418,0,FALSE,1,2,NA,406.4421,407.643,407.6433,409.4448,409.4449,410.4457,0,10,10,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.4461,"[""down""]",412.4478,1,FALSE,0,2,NA,412.4481,413.649,413.6495,415.4509,415.4509,416.4518,0,11,11,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.4522,"[""down""]",418.5705,1,TRUE,1,2,NA,418.5709,419.7719,419.7722,421.5736,421.5736,422.5747,0,12,12,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.5751,"[""left""]",424.9105,1,TRUE,1,2,NA,424.9108,426.1118,426.112,427.9135,427.9135,428.9144,0,13,13,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.9149,"[""left""]",431.0832,1,FALSE,0,2,NA,431.0834,432.2844,432.2847,434.0863,434.0863,435.0872,0,14,14,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.0875,"[""right""]",437.5564,0,TRUE,0,2,NA,437.5567,438.7575,438.7579,440.5595,440.5596,441.5604,0,15,15,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.5399,"[""up""]",453.5725,1,TRUE,1,3,NA,453.5728,454.7737,454.774,456.5757,456.5758,457.5765,0,0,0,6,1,"resources/F7Mch0.png",1,441.5607,448.6008,0,"leebish","right",7.0214,NA,448.6018,451.5371,"space",2.9145,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.577,"[""left""]",459.7954,0,TRUE,0,3,NA,459.7958,460.9967,460.9969,462.7986,462.7987,463.7993,0,1,1,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.7997,"[""left""]",466.7691,0,TRUE,0,3,NA,466.7695,467.9703,467.9705,469.772,469.7721,470.7731,0,2,2,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.7735,"[""left""]",477.3798,0,TRUE,0,3,NA,477.38,478.581,478.5813,480.3829,480.3829,481.3839,0,3,3,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.3843,"[""right""]",483.3192,1,TRUE,1,3,NA,483.3195,484.5204,484.5207,486.3222,486.3222,487.3232,0,4,4,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.3236,"[""right""]",489.4086,1,TRUE,1,3,NA,489.4089,490.6098,490.6101,492.4116,492.4116,493.4125,0,5,5,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.4129,"[""up""]",512.949,1,TRUE,1,3,NA,512.9494,514.1502,514.1506,515.9519,515.952,516.953,0,6,6,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.9534,"[""up""]",518.8883,1,TRUE,1,3,NA,518.8886,520.0894,520.0897,521.8915,521.8915,522.8923,0,7,7,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.8928,"[""right""]",525.1445,1,FALSE,0,3,NA,525.1448,526.3457,526.346,528.1475,528.1476,529.1485,0,8,8,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.1489,"[""left""]",531.2173,1,FALSE,0,3,NA,531.2177,532.4186,532.419,534.2203,534.2204,535.2213,0,9,9,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.2218,"[""up""]",537.1899,1,FALSE,0,3,NA,537.1902,538.3911,538.3915,540.1929,540.1929,541.1774,0,10,10,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.1778,"[""left""]",543.0959,1,TRUE,1,3,NA,543.0962,544.2971,544.2975,546.0989,546.0989,547.0998,0,11,11,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.1002,"[""left""]",548.9685,1,TRUE,1,3,NA,548.9689,550.1697,550.1701,551.9716,551.9716,552.9724,0,12,12,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.9728,"[""down""]",555.8087,1,FALSE,0,3,NA,555.809,557.0098,557.0101,558.8116,558.8117,559.8127,0,13,13,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.8131,"[""left""]",561.848,1,FALSE,0,3,NA,561.8486,563.0492,563.0496,564.851,564.851,565.852,0,14,14,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.8523,"[""up""]",567.7875,1,TRUE,1,3,NA,567.7879,568.9886,568.9889,570.7904,570.7904,571.7914,0,15,15,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.1849,"[""left""]",581.301,1,TRUE,1,4,NA,581.3015,582.5021,582.5024,584.304,584.304,585.305,0,0,0,7,1,"resources/F7Mdh0.png",1,571.7922,575.7955,0,"grecious","left",3.9929,NA,575.7965,579.1821,"space",3.3761,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.3053,"[""up""]",587.3404,1,TRUE,1,4,NA,587.3407,588.5416,588.542,590.3433,590.3434,591.3443,0,1,1,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.3447,"[""up""]",594.264,1,TRUE,1,4,NA,594.2644,595.4652,595.4654,597.267,597.2671,598.2679,0,2,2,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.2683,"[""down""]",600.3202,1,FALSE,0,4,NA,600.3205,601.5214,601.5218,603.323,603.3231,604.324,0,3,3,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.3245,"[""right""]",606.4597,1,FALSE,0,4,NA,606.4601,607.6607,607.6609,609.4625,609.4625,610.4635,0,4,4,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.4638,"[""up""]",612.3823,0,TRUE,0,4,NA,612.3826,613.5834,613.5837,615.3852,615.3852,616.3861,0,5,5,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,53,"male","2025-11-21_16h35.37.789","Category_Training_LabelAuditory","2024.2.4","Win32",59.88023952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.3866,"[""right""]",618.4549,1,TRUE,1,4,NA,618.4554,619.6562,619.6565,621.458,621.4581,622.459,0,6,6,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
