"counterbalance_group","counterbalance_remaining","consent_started","consent_stopped","key_resp_7_keys","key_resp_7_rt","key_resp_7_duration","age","gender","date","exp_name","psychopy_version","os","frame_rate","instructions_started","instructions_stopped","key_resp_2_keys","key_resp_2_rt","key_resp_2_duration","instructions_2_started","instructions_2_stopped","key_resp_4_keys","key_resp_4_rt","key_resp_4_duration","trial_started","key_resp_actual","trial_stopped","correct","approach","friendly","block","key_resp_keys","feedback_started","feedback_stopped","cue_started","cue_stopped","intertrial_interval_started","intertrial_interval_stopped","trials_this_rep_n","trials_this_trial_n","trials_this_n","trials_this_index","trials_ran","alien_stim","category","block_feedback_started","block_feedback_stopped","key_resp_3_keys","key_resp_3_rt","key_resp_3_duration","end_game_started","end_game_stopped","key_resp_5_keys","key_resp_5_rt","key_resp_5_duration"
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.2422,"[""right""]",649.4035,1,FALSE,0,6,NA,649.4038,650.5995,650.5997,652.3967,652.3967,653.3961,0,5,5,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.3964,"[""down""]",655.6019,1,TRUE,1,6,NA,655.6021,656.795,656.7951,658.5907,658.5907,659.6081,0,6,6,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.6085,"[""left""]",661.7475,1,TRUE,1,6,NA,661.7478,662.9474,662.9477,664.7444,664.7444,665.7382,0,7,7,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.7387,"[""left""]",668.0563,1,FALSE,0,6,NA,668.0567,669.2507,669.251,671.0494,671.0494,672.0464,0,8,8,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.0467,"[""up""]",674.2626,1,TRUE,1,6,NA,674.263,675.4642,675.4644,677.2594,677.2594,678.2506,0,9,9,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.2509,"[""down""]",680.7472,1,TRUE,1,6,NA,680.7476,681.9514,681.9516,683.7494,683.7494,684.7473,0,10,10,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.7477,"[""right""]",687.2915,0,FALSE,1,6,NA,687.2918,688.4809,688.481,690.2999,690.2999,691.2994,0,11,11,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.2997,"[""left""]",693.4083,1,TRUE,1,6,NA,693.4087,694.6072,694.6074,696.4056,696.4056,697.4053,0,12,12,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.4056,"[""left""]",699.8787,1,TRUE,1,6,NA,699.8789,701.0566,701.0568,702.8793,702.8793,703.8559,0,13,13,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.8562,"[""down""]",706.3423,0,TRUE,0,6,NA,706.3426,707.5381,707.5382,709.3511,709.3512,710.3468,0,14,14,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.3472,"[""up""]",713.0566,1,FALSE,0,6,NA,713.0568,714.2521,714.2523,716.0525,716.0525,717.0462,0,15,15,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.4995,"[""left""]",720.9655,1,TRUE,1,7,NA,720.9658,722.1584,722.1586,723.9549,723.9549,724.9753,0,0,0,6,1,"resources/F7Mch0.png",1,717.0468,718.496,"space",1.4149,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.9758,"[""left""]",726.893,1,TRUE,1,7,NA,726.8933,728.0863,728.0865,729.8829,729.8829,730.8871,0,1,1,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.8874,"[""left""]",733.6285,1,FALSE,0,7,NA,733.6286,734.8274,734.8276,736.6057,736.6058,737.6271,0,2,2,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.6275,"[""left""]",739.9502,0,FALSE,1,7,NA,739.9506,741.1451,741.1453,742.9458,742.9458,743.9252,0,3,3,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.9255,"[""left""]",745.9219,1,FALSE,0,7,NA,745.9222,747.1175,747.1177,748.9093,748.9093,749.9279,0,4,4,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.9282,"[""up""]",753.1737,1,TRUE,1,7,NA,753.174,754.3678,754.3679,756.1627,756.1627,757.1591,0,5,5,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.1595,"[""up""]",759.3771,1,FALSE,0,7,NA,759.3774,760.5678,760.5681,762.3856,762.3856,763.3615,0,6,6,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.3619,"[""left""]",765.5337,1,TRUE,1,7,NA,765.534,766.7266,766.7268,768.5375,768.5376,769.513,0,7,7,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.5134,"[""up""]",771.6762,1,TRUE,1,7,NA,771.6763,772.8671,772.8673,774.6753,774.6754,775.6725,0,8,8,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.6729,"[""down""]",778.7805,1,FALSE,0,7,NA,778.7807,779.9761,779.9762,781.764,781.764,782.7828,0,9,9,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.7831,"[""left""]",784.8723,1,FALSE,0,7,NA,784.8725,786.0679,786.0681,787.8481,787.8481,788.8483,0,10,10,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.8487,"[""right""]",791.1251,0,TRUE,0,7,NA,791.1254,792.3006,792.3007,794.1205,794.1205,795.1179,0,11,11,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795.1181,"[""up""]",797.7229,1,TRUE,1,7,NA,797.7232,798.8992,798.8993,800.719,800.719,801.7012,0,12,12,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.7016,"[""right""]",803.7875,1,FALSE,0,7,NA,803.7878,804.9919,804.9921,806.7648,806.7648,807.7824,0,13,13,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.7829,"[""left""]",810.0198,0,FALSE,1,7,NA,810.0201,811.217,811.2172,813.0121,813.0121,814.0138,0,14,14,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.0141,"[""up""]",816.2306,0,TRUE,0,7,NA,816.2308,817.4241,817.4243,819.2268,819.2268,820.2326,0,15,15,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.8691,"[""left""]",825.4457,1,TRUE,1,8,NA,825.4461,826.6214,826.6216,828.4215,828.4216,829.4387,0,0,0,7,1,"resources/F7Mdh0.png",1,820.2331,821.8632,"space",1.5989,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.439,"[""right""]",831.5893,1,FALSE,0,8,NA,831.5896,832.7812,832.7814,834.5967,834.5967,835.5727,0,1,1,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.5731,"[""up""]",837.6578,1,TRUE,1,8,NA,837.6581,838.8523,838.8525,840.6465,840.6466,841.6668,0,2,2,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.6671,"[""right""]",845.2639,0,TRUE,0,8,NA,845.2642,846.4625,846.4627,848.259,848.259,849.255,0,3,3,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849.2554,"[""down""]",851.5792,1,TRUE,1,8,NA,851.5794,852.7572,852.7574,854.5573,854.5574,855.5573,0,4,4,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.5576,"[""left""]",857.7764,1,FALSE,0,8,NA,857.7767,858.9748,858.975,860.7756,860.7756,861.7754,0,5,5,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861.7757,"[""down""]",863.9411,0,TRUE,0,8,NA,863.9414,865.1366,865.1369,866.9358,866.9358,867.9385,0,6,6,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867.9389,"[""right""]",870.0838,1,TRUE,1,8,NA,870.0841,871.2751,871.2752,873.0915,873.0915,874.0842,0,7,7,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.0846,"[""right""]",876.5625,1,FALSE,0,8,NA,876.5629,877.7585,877.7587,879.5399,879.5399,880.5574,0,8,8,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.5578,"[""down""]",882.8194,0,TRUE,0,8,NA,882.8196,884.0073,884.0075,885.8264,885.8264,886.8235,0,9,9,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.8239,"[""down""]",889.468,1,TRUE,1,8,NA,889.4682,890.6626,890.6629,892.4589,892.4589,893.4769,0,10,10,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893.4775,"[""right""]",895.6605,1,TRUE,1,8,NA,895.6608,896.8554,896.8556,898.6506,898.6507,899.6459,0,11,11,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.6462,"[""right""]",902.2344,1,TRUE,1,8,NA,902.2346,903.4239,903.4241,905.2396,905.2396,906.2134,0,12,12,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906.2138,"[""down""]",908.526,1,TRUE,1,8,NA,908.5263,909.7162,909.7165,911.5244,911.5244,912.521,0,13,13,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.5213,"[""left""]",914.6261,1,FALSE,0,8,NA,914.6264,915.8129,915.8131,917.631,917.631,918.6304,0,14,14,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.6307,"[""up""]",921.217,1,FALSE,0,8,NA,921.2172,922.3955,922.3957,924.1985,924.1985,925.214,0,15,15,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.7957,"[""left""]",929.3814,1,TRUE,1,9,NA,929.3816,930.5762,930.5764,932.3709,932.371,933.3652,0,0,0,6,1,"resources/F7Mch0.png",1,925.2146,926.7922,"space",1.5437,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.3656,"[""down""]",935.7318,1,FALSE,0,9,NA,935.732,936.9312,936.9314,938.7289,938.7289,939.7258,0,1,1,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.7261,"[""left""]",941.9168,1,TRUE,1,9,NA,941.917,943.1126,943.1128,944.9073,944.9073,945.8999,0,2,2,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.9003,"[""down""]",949.5564,1,TRUE,1,9,NA,949.5566,950.7505,950.7506,952.5467,952.5468,953.5654,0,3,3,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.5656,"[""down""]",955.7651,1,FALSE,0,9,NA,955.7654,956.9601,956.9604,958.7657,958.7657,959.7622,0,4,4,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.7627,"[""left""]",962.1502,1,FALSE,0,9,NA,962.1505,963.3473,963.3476,965.143,965.1431,966.1412,0,5,5,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.1415,"[""left""]",968.1774,1,FALSE,0,9,NA,968.1776,969.3531,969.3533,971.1781,971.1781,972.1522,0,6,6,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.1525,"[""down""]",974.3244,1,FALSE,0,9,NA,974.3246,975.5173,975.5174,977.3274,977.3274,978.3057,0,7,7,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978.3061,"[""up""]",980.8642,0,TRUE,0,9,NA,980.8644,982.0598,982.0599,983.8591,983.8591,984.8581,0,8,8,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984.8585,"[""down""]",986.8153,1,FALSE,0,9,NA,986.8156,988.0109,988.0111,989.7909,989.7909,990.8116,0,9,9,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.812,"[""left""]",993.0486,1,TRUE,1,9,NA,993.0489,994.2412,994.2414,996.0396,996.0396,997.0515,0,10,10,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997.0519,"[""down""]",999.1784,1,FALSE,0,9,NA,999.1787,1000.3758,1000.376,1002.1706,1002.1706,1003.1676,0,11,11,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.168,"[""left""]",1005.3828,1,TRUE,1,9,NA,1005.3831,1006.5773,1006.5775,1008.3898,1008.3898,1009.3883,0,12,12,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.3887,"[""left""]",1011.6646,0,FALSE,1,9,NA,1011.6649,1012.8588,1012.859,1014.6401,1014.6401,1015.6596,0,13,13,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015.66,"[""left""]",1017.934,1,TRUE,1,9,NA,1017.9343,1019.1092,1019.1094,1020.9262,1020.9262,1021.928,0,14,14,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.9284,"[""up""]",1024.6113,1,TRUE,1,9,NA,1024.6117,1025.8048,1025.805,1027.6065,1027.6065,1028.6,0,15,15,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,49,"male","2025-11-21_18h35.39.428","Category_Training_NoLabel","2024.2.4","MacIntel",57.47126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.6007,1030.6008,"space",1.9708,NA,1030.601,1055.2688,"space",24.617,NA
