"counterbalance_group","counterbalance_remaining","consent_started","consent_stopped","key_resp_7_keys","key_resp_7_rt","key_resp_7_duration","age","gender","date","exp_name","psychopy_version","os","frame_rate","instructions_started","instructions_stopped","key_resp_2_keys","key_resp_2_rt","key_resp_2_duration","instructions_2_started","instructions_2_stopped","key_resp_4_keys","key_resp_4_rt","key_resp_4_duration","trial_started","key_resp_actual","trial_stopped","correct","approach","friendly","block","key_resp_keys","feedback_started","feedback_stopped","cue_started","cue_stopped","intertrial_interval_started","intertrial_interval_stopped","trials_this_rep_n","trials_this_trial_n","trials_this_n","trials_this_index","trials_ran","alien_stim","category","block_feedback_started","block_feedback_stopped","key_resp_3_keys","key_resp_3_rt","key_resp_3_duration"
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.658,"[""right""]",1616.645,1,FALSE,0,8,NA,1616.645,1617.843,1617.844,1619.645,1619.645,1620.644,0,15,15,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1622.486,"[""down""]",1625.296,0,TRUE,0,9,NA,1625.298,1626.498,1626.499,1628.298,1628.298,1629.299,0,0,0,5,1,"resources/F7Mbh0.png",1,1620.648,1622.478,"space",1.798,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629.301,"[""up""]",1631.049,0,FALSE,1,9,NA,1631.05,1632.251,1632.252,1634.05,1634.051,1635.052,0,1,1,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635.053,"[""down""]",1637.618,0,TRUE,0,9,NA,1637.62,1638.82,1638.82,1640.622,1640.622,1641.621,0,2,2,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641.624,"[""left""]",1643.672,0,FALSE,1,9,NA,1643.672,1644.873,1644.873,1646.672,1646.672,1647.674,0,3,3,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647.674,"[""left""]",1649.375,0,FALSE,1,9,NA,1649.375,1650.575,1650.575,1652.376,1652.376,1653.376,0,4,4,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653.377,"[""up""]",1655.411,0,FALSE,1,9,NA,1655.411,1656.611,1656.611,1658.412,1658.412,1659.412,0,5,5,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659.412,"[""up""]",1661.446,0,TRUE,0,9,NA,1661.447,1662.647,1662.647,1664.447,1664.448,1665.449,0,6,6,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665.449,"[""up""]",1667.382,0,FALSE,1,9,NA,1667.383,1668.583,1668.584,1670.386,1670.386,1671.385,0,7,7,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.388,"[""right""]",1673.502,0,TRUE,0,9,NA,1673.503,1674.703,1674.704,1676.503,1676.503,1677.504,0,8,8,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677.504,"[""right""]",1679.472,0,FALSE,1,9,NA,1679.472,1680.672,1680.673,1682.474,1682.474,1683.473,0,9,9,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683.474,"[""up""]",1685.461,0,FALSE,1,9,NA,1685.461,1686.661,1686.661,1688.46,1688.46,1689.46,0,10,10,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689.46,"[""right""]",1691.28,0,FALSE,1,9,NA,1691.281,1692.48,1692.481,1694.28,1694.28,1695.281,0,11,11,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1695.282,"[""up""]",1697.216,0,TRUE,0,9,NA,1697.217,1698.414,1698.415,1700.216,1700.216,1701.217,0,12,12,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1701.218,"[""down""]",1703.599,0,TRUE,0,9,NA,1703.6,1704.801,1704.801,1706.601,1706.601,1707.602,0,13,13,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.602,"[""left""]",1709.519,1,FALSE,0,9,NA,1709.521,1710.721,1710.722,1712.521,1712.521,1713.523,0,14,14,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,50,"Female","2025-11-21_14h24.53.723","Category_Training_NoLabel","2024.2.4","MacIntel",37.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713.524,"[""left""]",1715.808,1,FALSE,0,9,NA,1715.809,1717.007,1717.007,1718.809,1718.809,1719.809,0,15,15,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA
