"counterbalance_group","counterbalance_remaining","consent_started","consent_stopped","key_resp_7_keys","key_resp_7_rt","key_resp_7_duration","age","gender","date","exp_name","psychopy_version","os","frame_rate","instructions_started","instructions_stopped","key_resp_2_keys","key_resp_2_rt","key_resp_2_duration","instructions_2_started","instructions_2_stopped","key_resp_4_keys","key_resp_4_rt","key_resp_4_duration","trial_started","key_resp_actual","trial_stopped","correct","approach","friendly","block","key_resp_keys","feedback_started","feedback_stopped","cue_started","cue_stopped","intertrial_interval_started","intertrial_interval_stopped","trials_this_rep_n","trials_this_trial_n","trials_this_n","trials_this_index","trials_ran","alien_stim","category","verification_trial_started","verification_trial_stopped","verification_correct","verification_prompt","key_resp_6_keys","key_resp_6_rt","key_resp_6_duration","block_feedback_started","block_feedback_stopped","key_resp_3_keys","key_resp_3_rt","key_resp_3_duration","end_game_started","end_game_stopped","key_resp_5_keys","key_resp_5_rt","key_resp_5_duration"
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.4655,"[""down""]",452.4984,0,FALSE,1,3,NA,452.4987,453.6983,453.6986,455.498,455.4981,456.4981,0,15,15,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.6513,"[""left""]",465.7885,1,FALSE,0,4,NA,465.789,466.9811,466.982,468.7817,468.7817,469.7814,0,0,0,15,1,"resources/F8Mdh0.png",2,456.4985,461.5314,0,"leebish","right",5.0021,NA,461.5329,463.648,"space",2.0899,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.7821,"[""left""]",471.9481,1,FALSE,0,4,NA,471.9484,473.1479,473.1483,474.9477,474.9478,475.9477,0,1,1,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.9481,"[""down""]",478.0642,1,FALSE,0,4,NA,478.0645,479.2707,479.2709,481.0641,481.0641,482.0641,0,2,2,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.0646,"[""down""]",484.031,1,FALSE,0,4,NA,484.0316,485.2206,485.2208,487.0307,487.0308,488.0312,0,3,3,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.0325,"[""down""]",489.964,1,FALSE,0,4,NA,489.9644,491.1642,491.1646,492.964,492.964,493.9639,0,4,4,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.9645,"[""up""]",496.0973,1,TRUE,1,4,NA,496.0976,497.2975,497.2983,499.097,499.0971,500.0972,0,5,5,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.0978,"[""up""]",503.7471,1,TRUE,1,4,NA,503.7476,504.9472,504.9476,506.747,506.7471,507.7473,0,6,6,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.7478,"[""up""]",510.4968,1,FALSE,0,4,NA,510.4972,511.6969,511.6976,513.4969,513.4969,514.4968,0,7,7,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.4973,"[""right""]",516.3469,1,TRUE,1,4,NA,516.3476,517.5468,517.5477,519.3467,519.3468,520.3509,0,8,8,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.3513,"[""right""]",522.3134,0,FALSE,1,4,NA,522.3138,523.5133,523.5138,525.3134,525.3134,526.313,0,9,9,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.3135,"[""left""]",528.2131,1,TRUE,1,4,NA,528.2134,529.4139,529.4143,531.2132,531.2133,532.2129,0,10,10,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.2134,"[""down""]",534.3301,1,TRUE,1,4,NA,534.3307,535.5301,535.5306,537.3197,537.3197,538.3296,0,11,11,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.3306,"[""up""]",540.7629,0,TRUE,0,4,NA,540.7633,541.9654,541.9659,543.7627,543.7627,544.7629,0,12,12,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.7635,"[""up""]",546.6128,1,TRUE,1,4,NA,546.6133,547.8127,547.8134,549.6153,549.6153,550.6128,0,13,13,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.6135,"[""down""]",553.1126,1,FALSE,0,4,NA,553.1129,554.3125,554.3132,556.1125,556.1126,557.1124,0,14,14,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.1129,"[""right""]",559.5792,1,TRUE,1,4,NA,559.5801,560.7789,560.7798,562.5789,562.579,563.5791,0,15,15,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.0504,"[""right""]",576.3786,0,TRUE,0,5,NA,576.3795,577.579,577.5799,579.3793,579.3793,580.3789,0,0,0,13,1,"resources/F8Mbh0.png",2,563.5802,571.3457,0,"grecious","left",7.7344,NA,571.3468,573.0456,"space",1.6663,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.3797,"[""left""]",584.4451,1,TRUE,1,5,NA,584.4454,585.6452,585.646,587.4454,587.4455,588.4452,0,1,1,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.4457,"[""left""]",590.5285,1,FALSE,0,5,NA,590.5291,591.7286,591.7296,593.5284,593.5284,594.529,0,2,2,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.5301,"[""up""]",596.6615,1,TRUE,1,5,NA,596.6618,597.8613,597.8619,599.6614,599.6614,600.6614,0,3,3,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.6621,"[""up""]",602.6448,1,TRUE,1,5,NA,602.6452,603.8448,603.8451,605.6449,605.645,606.6447,0,4,4,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.6453,"[""left""]",608.695,1,TRUE,1,5,NA,608.6954,609.8948,609.8952,611.6949,611.6949,612.6949,0,5,5,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.6958,"[""down""]",615.378,1,FALSE,0,5,NA,615.3784,616.5778,616.5786,618.3779,618.3779,619.3787,0,6,6,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.3798,"[""down""]",625.3605,0,FALSE,1,5,NA,625.3612,626.5608,626.5613,628.3608,628.3608,629.3606,0,7,7,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.3613,"[""up""]",631.528,1,TRUE,1,5,NA,631.5287,632.7277,632.7282,634.5275,634.5275,635.534,0,8,8,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.5345,"[""left""]",637.4272,1,FALSE,0,5,NA,637.4277,638.6274,638.6282,640.4272,640.4273,641.4271,0,9,9,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.4278,"[""down""]",643.8603,1,FALSE,0,5,NA,643.8607,645.0604,645.0607,646.8604,646.8605,647.8603,0,10,10,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.8607,"[""up""]",649.8101,1,FALSE,0,5,NA,649.8105,650.9935,650.9939,652.8102,652.8103,653.8102,0,11,11,10,1,"resources/F8Fch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.8107,"[""right""]",655.66,1,FALSE,0,5,NA,655.6606,656.86,656.8603,658.6601,658.6602,659.6602,0,12,12,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.6608,"[""up""]",661.5767,1,FALSE,0,5,NA,661.5773,662.7769,662.777,664.5766,664.5766,665.5769,0,13,13,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.5776,"[""right""]",667.9601,1,TRUE,1,5,NA,667.9604,669.16,669.1606,670.9598,670.9599,671.9604,0,14,14,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.9609,"[""up""]",675.5097,0,FALSE,1,5,NA,675.51,676.7096,676.7099,678.5099,678.5099,679.5097,0,15,15,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.4305,"[""left""]",689.393,1,FALSE,0,6,NA,689.3932,690.5928,690.5935,692.3927,692.3928,693.3932,0,0,0,10,1,"resources/F8Fch0.png",2,679.51,685.5429,0,"grecious","right",6.0133,NA,685.5435,687.4262,"space",1.8617,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.3941,"[""right""]",695.3092,1,TRUE,1,6,NA,695.3096,696.5095,696.5104,698.3094,698.3095,699.3095,0,1,1,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.3099,"[""left""]",701.1926,1,FALSE,0,6,NA,701.193,702.3927,702.3935,704.1923,704.1923,705.1923,0,2,2,14,1,"resources/F8Mch0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.1928,"[""right""]",708.0925,1,TRUE,1,6,NA,708.0928,709.2925,709.2929,711.0923,711.0923,712.0923,0,3,3,2,1,"resources/F7Fch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.0928,"[""up""]",714.0924,1,FALSE,0,6,NA,714.0929,715.2922,715.2928,717.0922,717.0922,718.092,0,4,4,11,1,"resources/F8Fdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.0926,"[""up""]",720.0086,1,TRUE,1,6,NA,720.009,721.2087,721.2092,723.0088,723.0088,724.0086,0,5,5,4,1,"resources/F7Mah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.0091,"[""down""]",726.192,1,TRUE,1,6,NA,726.1924,727.3919,727.3921,729.192,729.192,730.1919,0,6,6,0,1,"resources/F7Fah0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.1925,"[""left""]",732.4585,1,TRUE,1,6,NA,732.4587,733.6583,733.6586,735.4584,735.4584,736.4584,0,7,7,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.4588,"[""right""]",740.8083,0,TRUE,0,6,NA,740.8086,742.0083,742.0088,743.8081,743.8081,744.8082,0,8,8,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.8088,"[""right""]",746.6748,1,TRUE,1,6,NA,746.6753,747.8749,747.8756,749.6748,749.6748,750.675,0,9,9,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750.6755,"[""up""]",753.1747,1,TRUE,1,6,NA,753.1751,754.3748,754.3751,756.1748,756.1749,757.1743,0,10,10,1,1,"resources/F7Fbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.175,"[""left""]",759.0244,1,TRUE,1,6,NA,759.0249,760.2245,760.2247,762.0244,762.0244,763.0244,0,11,11,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.025,"[""up""]",764.8744,1,FALSE,0,6,NA,764.875,766.0745,766.0753,767.8746,767.8746,768.8739,0,12,12,12,1,"resources/F8Mah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.8747,"[""right""]",770.7075,1,FALSE,0,6,NA,770.7079,771.9075,771.9078,773.7078,773.7078,774.7076,0,13,13,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.7081,"[""up""]",776.6409,1,FALSE,0,6,NA,776.6413,777.8407,777.8411,779.6406,779.6406,780.6407,0,14,14,15,1,"resources/F8Mdh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.6414,"[""down""]",782.7578,1,FALSE,0,6,NA,782.7582,783.9573,783.9574,785.7572,785.7572,786.7571,0,15,15,8,1,"resources/F8Fah0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798.4276,"[""down""]",800.5404,1,FALSE,0,7,NA,800.541,801.7401,801.7403,803.5402,803.5402,804.5404,0,0,0,11,1,"resources/F8Fdh0.png",2,786.7577,796.4402,0,"grecious","right",9.6653,NA,796.4409,798.4236,"space",1.9604,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804.5408,"[""down""]",806.3739,1,FALSE,0,7,NA,806.3745,807.5734,807.5738,809.3735,809.3735,810.3733,0,1,1,9,1,"resources/F8Fbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810.3738,"[""down""]",815.9065,1,TRUE,1,7,NA,815.9068,817.1066,817.1071,818.9063,818.9063,819.9064,0,2,2,3,1,"resources/F7Fdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.9068,"[""right""]",823.9065,1,FALSE,0,7,NA,823.9068,825.1063,825.107,826.9061,826.9061,827.9063,0,3,3,13,1,"resources/F8Mbh0.png",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827.9069,"[""up""]",829.9894,1,TRUE,1,7,NA,829.9897,831.1895,831.1901,832.9893,832.9893,833.9893,0,4,4,6,1,"resources/F7Mch0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.9898,"[""up""]",836.1561,1,TRUE,1,7,NA,836.1566,837.356,837.3561,839.1562,839.1563,840.1558,0,5,5,7,1,"resources/F7Mdh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,46,"Female","2025-11-21_15h54.59.928","Category_Training_LabelWritten","2024.2.4","Win32",59.52380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.1563,"[""right""]",842.2726,0,FALSE,1,7,NA,842.2731,843.4731,843.4735,845.2724,845.2724,846.2726,0,6,6,5,1,"resources/F7Mbh0.png",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
