"participant","counterbalance_group","exp_name","block","alien_stim","category","friendly","approach","key_resp_actual","correct","trial_started","trial_stopped","trial","condition"
4,"B","Category_Training_Location",1,"resources/F7Mdh0.png",1,0,TRUE,"[""left""]",0,46.6692,49.7271,1,"Location"
4,"B","Category_Training_Location",1,"resources/F8Mah0.png",2,1,FALSE,"[""right""]",0,53.9268,55.2595,2,"Location"
4,"B","Category_Training_Location",1,"resources/F7Mch0.png",1,0,TRUE,"[""right""]",0,59.46,61.376,3,"Location"
4,"B","Category_Training_Location",1,"resources/F8Fdh0.png",2,1,TRUE,"[""down""]",1,65.5765,69.0514,4,"Location"
4,"B","Category_Training_Location",1,"resources/F7Fch0.png",1,0,FALSE,"[""left""]",1,73.2514,74.8012,5,"Location"
4,"B","Category_Training_Location",1,"resources/F7Mbh0.png",1,0,FALSE,"[""left""]",1,79.0015,82.5754,6,"Location"
4,"B","Category_Training_Location",1,"resources/F8Fch0.png",2,1,TRUE,"[""left""]",1,86.7769,88.3092,7,"Location"
4,"B","Category_Training_Location",1,"resources/F8Fah0.png",2,1,TRUE,"[""up""]",1,92.5113,94.9766,8,"Location"
4,"B","Category_Training_Location",1,"resources/F8Fbh0.png",2,1,TRUE,"[""left""]",1,99.1778,100.4431,9,"Location"
4,"B","Category_Training_Location",1,"resources/F7Fdh0.png",1,0,TRUE,"[""up""]",0,104.6403,108.2056,10,"Location"
4,"B","Category_Training_Location",1,"resources/F7Fbh0.png",1,0,TRUE,"[""down""]",0,112.4073,114.4676,11,"Location"
4,"B","Category_Training_Location",1,"resources/F7Fah0.png",1,0,FALSE,"[""up""]",1,118.6672,121.9137,12,"Location"
4,"B","Category_Training_Location",1,"resources/F8Mdh0.png",2,1,FALSE,"[""left""]",0,126.1149,128.0976,13,"Location"
4,"B","Category_Training_Location",1,"resources/F7Mah0.png",1,0,TRUE,"[""up""]",0,132.2977,134.0131,14,"Location"
4,"B","Category_Training_Location",1,"resources/F8Mch0.png",2,1,FALSE,"[""down""]",0,138.2117,140.9806,15,"Location"
4,"B","Category_Training_Location",1,"resources/F8Mbh0.png",2,1,TRUE,"[""down""]",1,145.1822,147.5136,16,"Location"
4,"B","Category_Training_Location",2,"resources/F8Fbh0.png",2,1,TRUE,"[""down""]",1,162.0162,164.889,17,"Location"
4,"B","Category_Training_Location",2,"resources/F8Fah0.png",2,1,TRUE,"[""left""]",1,169.086,170.693,18,"Location"
4,"B","Category_Training_Location",2,"resources/F8Mah0.png",2,1,FALSE,"[""down""]",0,174.8904,176.7978,19,"Location"
4,"B","Category_Training_Location",2,"resources/F8Mch0.png",2,1,TRUE,"[""right""]",1,180.9991,183.813,20,"Location"
4,"B","Category_Training_Location",2,"resources/F7Fbh0.png",1,0,TRUE,"[""up""]",0,188.0101,189.526,21,"Location"
4,"B","Category_Training_Location",2,"resources/F7Mch0.png",1,0,TRUE,"[""up""]",0,193.7263,195.1434,22,"Location"
4,"B","Category_Training_Location",2,"resources/F7Mbh0.png",1,0,TRUE,"[""right""]",0,199.3447,200.7924,23,"Location"
4,"B","Category_Training_Location",2,"resources/F7Fah0.png",1,0,TRUE,"[""left""]",0,204.9937,206.9429,24,"Location"
4,"B","Category_Training_Location",2,"resources/F8Mdh0.png",2,1,TRUE,"[""right""]",1,211.1436,212.5421,25,"Location"
